State,District,Subdistt,Town/Village,Name,Level,TOT_P,No_HH,TOT_M,TOT_F,P_LIT,P_ILL,TOT_WORK_P,Village Code,Village Name,Tap Water-Treated (Status A(1)/NA(2)),Power Supply For All Users (Status A(1)/NA(2)),Hospital Allopathic (Numbers),Govt Primary School (Status A(1)/NA(2)),Govt Secondary School (Status A(1)/NA(2)),Black Topped (pucca) Road (Status A(1)/NA(2)),Public Bus Service (Status A(1)/NA(2)),ATM (Status A(1)/NA(2)),Has_Hospital
19,341,2400,332667,Chalunia,VILLAGE,1449,307,759,690,935,514,724,332667,Chalunia,False,True,0.0,True,False,False,False,False,False
19,341,2400,332668,Darapur,VILLAGE,1024,187,526,498,776,248,330,332668,Darapur,False,False,0.0,True,False,False,False,False,False
19,341,2400,332669,Jotsadar,VILLAGE,33,7,19,14,23,10,11,332669,Jotsadar,False,False,0.0,False,False,False,False,,False
19,341,2400,332670,Ratanpota,VILLAGE,838,199,442,396,687,151,320,332670,Ratanpota,False,False,0.0,True,False,False,False,False,False
19,341,2400,332671,Kashtasangara,VILLAGE,2282,501,1171,1111,1693,589,816,332671,Kashtasangara,False,False,0.0,True,False,False,False,False,False
19,341,2400,332672,Khosalpur,VILLAGE,3922,869,1996,1926,2858,1064,1414,332672,Khosalpur,True,False,0.0,True,True,True,False,False,False
19,341,2400,332673,Kasra,VILLAGE,2979,558,1507,1472,2148,831,1003,332673,Kasra,False,False,0.0,True,False,True,False,False,False
19,341,2400,332674,Kurit,VILLAGE,3595,769,1873,1722,2704,891,1254,332674,Kurit,True,False,0.0,True,False,False,False,False,False
19,341,2400,332675,Ramchandrapur Dwityakhanda,VILLAGE,435,103,232,203,243,192,207,332675,Ramchandrapur Dwityakhanda,False,False,0.0,True,False,False,False,False,False
19,341,2400,332676,Jotkalyan,VILLAGE,3237,745,1640,1597,2527,710,1118,332676,Jotkalyan,True,False,0.0,True,True,False,False,False,False
19,341,2400,332677,Guzarpur,VILLAGE,4680,1110,2382,2298,2935,1745,1865,332677,Guzarpur,True,False,0.0,True,False,True,True,False,False
19,341,2400,332678,Mahishgoha,VILLAGE,2520,502,1306,1214,1622,898,733,332678,Mahishgoha,False,False,0.0,True,False,False,False,False,False
19,341,2400,332679,Chatra,VILLAGE,3040,544,1551,1489,2066,974,776,332679,Chatra,False,False,0.0,True,False,False,False,False,False
19,341,2400,332680,Dakshin Harishpur,VILLAGE,3794,757,1952,1842,2432,1362,1320,332680,Dakshin Harishpur,False,False,0.0,True,False,False,True,False,False
19,341,2400,332681,Dadpur,VILLAGE,521,118,276,245,434,87,199,332681,Dadpur,True,True,0.0,True,False,True,False,False,False
19,341,2400,332682,Dakshin Ramchandrapur,VILLAGE,1834,446,935,899,1491,343,652,332682,Dakshin Ramchandrapur,True,True,0.0,True,False,True,False,False,False
19,341,2400,332683,Panpur,VILLAGE,1651,377,834,817,1272,379,631,332683,Panpur,True,True,0.0,True,True,True,True,False,False
19,341,2400,332684,Serpur,VILLAGE,3666,874,1881,1785,1958,1708,1570,332684,Serpur,True,True,0.0,True,False,True,True,False,False
19,341,2400,332685,Madhyakul,VILLAGE,1888,439,977,911,1135,753,707,332685,Madhyakul,False,True,0.0,True,False,False,False,False,False
19,341,2400,332686,Ghoshpur,VILLAGE,3598,792,1866,1732,2609,989,1347,332686,Ghoshpur,True,True,0.0,True,False,False,False,False,False
19,341,2400,332687,Chaksadar,VILLAGE,714,137,365,349,466,248,214,332687,Chaksadar,False,False,0.0,False,False,False,False,False,False
19,341,2400,332688,Kazir Chak,VILLAGE,27,8,12,15,20,7,9,332688,Kazir Chak,False,False,0.0,False,False,False,False,False,False
19,341,2400,332689,Mollar Chak,VILLAGE,239,57,126,113,176,63,81,332689,Mollar Chak,False,False,0.0,True,False,False,False,False,False
19,341,2400,332690,Kumar Chak,VILLAGE,4884,1109,2454,2430,3595,1289,1726,332690,Kumar Chak,False,False,0.0,True,True,False,False,False,False
19,341,2400,332691,Hafez Chak,VILLAGE,489,104,256,233,327,162,281,332691,Hafez Chak,False,False,0.0,True,True,False,True,False,False
19,341,2400,332692,Janjali Chak,VILLAGE,1002,215,511,491,685,317,455,332692,Janjali Chak,False,False,0.0,True,True,False,False,False,False
19,341,2401,332700,Ichhanagari,VILLAGE,4474,786,2288,2186,3160,1314,1721,332700,Ichhanagari,False,True,0.0,True,False,True,True,False,False
19,341,2401,332701,Jhingra,VILLAGE,1606,332,795,811,1193,413,512,332701,Jhingra,True,True,0.0,True,False,False,False,False,False
19,341,2401,332702,Telihati,VILLAGE,2186,480,1070,1116,1526,660,854,332702,Telihati,False,True,0.0,True,False,False,False,False,False
19,341,2401,332703,Sadipara,VILLAGE,644,129,318,326,441,203,241,332703,Sadipara,False,True,0.0,True,False,False,True,False,False
19,341,2401,332704,Godaria,VILLAGE,1735,324,901,834,1065,670,562,332704,Godaria,False,True,0.0,True,False,False,True,False,False
19,341,2401,332705,Jadupur,VILLAGE,1871,386,954,917,1403,468,693,332705,Jadupur,False,True,0.0,True,True,True,True,False,False
19,341,2401,332706,Shibnandabati,VILLAGE,1078,232,561,517,948,130,390,332706,Shibnandabati,True,True,0.0,True,False,True,True,False,False
19,341,2401,332707,Hafezpur,VILLAGE,1713,364,877,836,1132,581,595,332707,Hafezpur,False,True,0.0,True,False,False,False,False,False
19,341,2401,332708,Naikuli,VILLAGE,1564,342,827,737,1150,414,600,332708,Naikuli,True,True,0.0,True,False,True,False,False,False
19,341,2401,332709,Chandul,VILLAGE,1512,325,778,734,1093,419,530,332709,Chandul,False,True,0.0,True,False,False,False,False,False
19,341,2401,332710,Goalpota,VILLAGE,1676,335,844,832,1247,429,665,332710,Goalpota,True,True,0.0,True,False,True,True,False,False
19,341,2401,332711,Jagannathpur,VILLAGE,1567,280,822,745,1205,362,662,332711,Jagannathpur,False,True,0.0,True,False,False,False,False,False
19,341,2401,332712,Chak Bishnupur,VILLAGE,1695,299,885,810,1164,531,693,332712,Chak Bishnupur,False,False,0.0,True,False,False,False,False,False
19,341,2401,332713,Bamunpara,VILLAGE,5346,1081,2787,2559,3609,1737,2202,332713,Bamunpara,False,False,0.0,True,True,False,True,False,False
19,341,2401,332714,Chak Sadat,VILLAGE,2940,538,1485,1455,1928,1012,953,332714,Chak Sadat,False,True,0.0,True,True,True,False,False,False
19,341,2401,332715,Bhupatipur,VILLAGE,1578,294,821,757,1041,537,562,332715,Bhupatipur,False,False,0.0,True,False,False,True,False,False
19,341,2401,332716,Nabasan,VILLAGE,1138,264,563,575,642,496,477,332716,Nabasan,False,False,0.0,True,False,False,True,False,False
19,341,2401,332717,Krishnanandapur,VILLAGE,3091,596,1607,1484,1933,1158,1250,332717,Krishnanandapur,False,False,0.0,True,False,False,True,False,False
19,341,2401,332718,Sekrahati,VILLAGE,3279,742,1659,1620,2469,810,1177,332718,Sekrahati,True,True,0.0,True,True,True,True,True,False
19,341,2401,332719,Ramanathbati,VILLAGE,1686,365,836,850,1091,595,742,332719,Ramanathbati,False,False,0.0,True,False,True,False,False,False
19,341,2401,332720,Pratappur Krishnabati,VILLAGE,1837,414,912,925,1202,635,745,332720,Pratappur Krishnabati,False,False,0.0,True,False,True,False,False,False
19,341,2401,332721,Paikpara,VILLAGE,1372,308,715,657,929,443,498,332721,Paikpara,False,True,0.0,True,False,True,False,False,False
19,341,2401,332722,Bhursit Bamunpara,VILLAGE,2320,483,1220,1100,1398,922,836,332722,Bhursit Bamunpara,False,True,0.0,True,True,True,False,False,False
19,341,2401,332723,Ghanashyambati,VILLAGE,1607,321,845,762,1191,416,619,332723,Ghanashyambati,False,False,0.0,True,False,True,False,False,False
19,341,2401,332724,Ballabhbati,VILLAGE,1075,243,547,528,893,182,381,332724,Ballabhbati,False,False,0.0,True,False,True,False,False,False
19,341,2401,332725,Dhasa,VILLAGE,3140,630,1572,1568,1991,1149,1229,332725,Dhasa,False,True,0.0,True,False,True,False,False,False
19,341,2401,332726,Narendrapur,VILLAGE,7416,1520,3790,3626,4944,2472,2636,332726,Narendrapur,False,True,0.0,True,False,False,True,False,False
19,341,2401,332727,Shyampur,VILLAGE,2535,490,1318,1217,1203,1332,992,332727,Shyampur,False,False,0.0,True,False,False,True,False,False
19,341,2401,332728,Gumadangi,VILLAGE,1526,306,809,717,913,613,448,332728,Gumadangi,False,True,0.0,True,True,False,True,False,False
19,341,2401,332729,Dakshin Maju,VILLAGE,2195,472,1167,1028,1666,529,893,332729,Dakshin Maju,False,False,0.0,True,False,False,False,False,False
19,341,2401,332730,Madhya Maju,VILLAGE,1082,223,563,519,695,387,383,332730,Madhya Maju,False,False,0.0,True,True,False,False,False,False
19,341,2401,332731,Uttar Maju,VILLAGE,3691,839,1852,1839,2730,961,1403,332731,Uttar Maju,False,False,0.0,True,False,True,False,False,False
19,341,2401,332732,Jadabbati,VILLAGE,2278,535,1161,1117,1599,679,974,332732,Jadabbati,False,True,0.0,True,False,True,False,False,False
19,341,2401,332733,Santoshbati,VILLAGE,1077,239,543,534,818,259,416,332733,Santoshbati,False,False,0.0,True,False,False,False,False,False
19,341,2401,332734,Moulgachhi,VILLAGE,1276,218,687,589,907,369,377,332734,Moulgachhi,False,False,0.0,True,False,False,False,False,False
19,341,2401,332735,Hari Narayanpur,VILLAGE,1466,331,701,765,1082,384,593,332735,Hari Narayanpur,False,False,0.0,True,False,False,False,False,False
19,341,2401,332736,Finga Gachhi,VILLAGE,1856,424,921,935,1451,405,630,332736,Finga Gachhi,False,False,0.0,True,False,False,False,False,False
19,341,2401,332737,Marghurali,VILLAGE,2631,566,1373,1258,1820,811,891,332737,Marghurali,False,False,0.0,True,False,False,False,False,False
19,341,2401,332738,Nimabalia,VILLAGE,2654,556,1378,1276,1960,694,1064,332738,Nimabalia,False,False,0.0,True,False,False,False,False,False
19,341,2401,332739,Ranmahal Bhursut,VILLAGE,2068,496,1067,1001,1663,405,898,332739,Ranmahal Bhursut,False,False,0.0,True,False,False,False,False,False
19,341,2401,332740,Ichhapur,VILLAGE,2954,691,1544,1410,2289,665,1271,332740,Ichhapur,False,True,0.0,True,True,False,True,False,False
19,341,2401,332741,Tripurapur,VILLAGE,1107,248,568,539,842,265,398,332741,Tripurapur,False,True,0.0,True,False,False,False,False,False
19,341,2401,332742,Nijbalia,VILLAGE,3933,944,1959,1974,3124,809,1490,332742,Nijbalia,False,True,0.0,True,False,True,False,False,False
19,341,2401,332743,Badebalia,VILLAGE,1998,408,1069,929,1417,581,983,332743,Badebalia,False,False,0.0,True,False,True,False,False,False
19,341,2401,332744,Rampur,VILLAGE,1642,349,840,802,1273,369,630,332744,Rampur,False,False,0.0,True,False,False,False,False,False
19,341,2401,332745,Parbbatipur,VILLAGE,3530,692,1754,1776,2180,1350,1306,332745,Parbbatipur,False,False,0.0,True,False,False,True,False,False
19,341,2401,332746,Uttar Santoshpur,VILLAGE,1151,252,578,573,580,571,533,332746,Uttar Santoshpur,False,True,0.0,True,False,False,False,False,False
19,341,2401,332747,Madhya Santoshpur,VILLAGE,4738,1027,2397,2341,2593,2145,2135,332747,Madhya Santoshpur,False,True,0.0,True,True,False,True,False,False
19,341,2401,332748,Sadatpur,VILLAGE,3216,695,1636,1580,2617,599,1259,332748,Sadatpur,True,True,0.0,True,False,False,True,False,False
19,341,2401,332749,Sial Danga,VILLAGE,5673,1238,2905,2768,3767,1906,2369,332749,Sial Danga,False,True,0.0,True,True,False,False,False,False
19,341,2401,332750,Kumarpur,VILLAGE,155,25,81,74,93,62,121,332750,Kumarpur,False,True,0.0,True,False,False,False,False,False
19,341,2401,332751,Chak Patmura,VILLAGE,0,0,0,0,0,0,0,332751,Chak Patmura,,,0.0,,,,,,False
19,341,2401,332752,Boharia,VILLAGE,4035,830,2001,2034,2486,1549,1845,332752,Boharia,False,True,0.0,True,False,True,False,False,False
19,341,2401,332753,Siddheshwar,VILLAGE,4760,1082,2388,2372,3285,1475,1908,332753,Siddheshwar,False,True,0.0,True,True,True,False,False,False
19,341,2401,332754,Fatik Gachhi,VILLAGE,2158,507,1117,1041,1697,461,817,332754,Fatik Gachhi,False,True,0.0,True,True,True,False,False,False
19,341,2401,332755,Laskarpur,VILLAGE,8489,1852,4334,4155,5956,2533,3348,332755,Laskarpur,False,True,0.0,True,False,True,False,False,False
19,341,2401,332756,Batan,VILLAGE,2111,477,1119,992,1525,586,1095,332756,Batan,False,True,0.0,True,False,True,False,False,False
19,341,2401,332757,Gobindapur,VILLAGE,11665,2468,5991,5674,7551,4114,4608,332757,Gobindapur,False,False,0.0,True,True,True,False,False,False
19,341,2401,332758,Nalda,VILLAGE,4161,862,2101,2060,3027,1134,1525,332758,Nalda,True,True,0.0,True,False,True,False,False,False
19,341,2401,332759,Gauripur,VILLAGE,1756,361,892,864,1390,366,586,332759,Gauripur,True,False,0.0,True,True,True,False,False,False
19,341,2401,332760,Dwipa,VILLAGE,4585,852,2382,2203,3339,1246,1464,332760,Dwipa,False,True,0.0,True,False,False,False,False,False
19,341,2401,332761,Pulgusti,VILLAGE,5780,1196,2909,2871,4263,1517,1935,332761,Pulgusti,False,True,0.0,True,True,True,False,False,False
19,341,2401,332762,Jalalsi,VILLAGE,2326,407,1228,1098,1751,575,686,332762,Jalalsi,True,True,0.0,True,False,True,False,False,False
19,341,2401,332763,Makalhati,VILLAGE,3827,804,2008,1819,2969,858,1414,332763,Makalhati,False,False,0.0,True,False,True,False,False,False
19,341,2401,332764,Mallikpur,VILLAGE,2034,416,1068,966,1392,642,718,332764,Mallikpur,True,True,0.0,True,False,False,False,False,False
19,341,2401,332765,Islampur,VILLAGE,7813,1661,4021,3792,5220,2593,3091,332765,Islampur,True,True,0.0,True,True,True,True,False,False
19,341,2401,332766,Majhu Khetra,VILLAGE,3620,805,1893,1727,2325,1295,1647,332766,Majhu Khetra,False,True,0.0,True,False,False,False,False,False
19,341,2402,332777,Mahishgote,VILLAGE,2119,431,1071,1048,879,1240,833,332777,Mahishgote,False,True,0.0,True,False,False,False,False,False
19,341,2402,332778,Chak Mahishjol,VILLAGE,0,0,0,0,0,0,0,332778,Chak Mahishjol,False,,0.0,,,False,False,False,False
19,341,2402,332779,Chak Hari,VILLAGE,1194,236,587,607,723,471,370,332779,Chak Hari,False,False,0.0,True,False,False,False,False,False
19,341,2402,332780,Mahishnala,VILLAGE,1917,375,940,977,1109,808,732,332780,Mahishnala,False,False,0.0,True,False,False,False,False,False
19,341,2402,332781,Nonakundu,VILLAGE,2837,660,1406,1431,2023,814,1223,332781,Nonakundu,False,True,0.0,True,True,True,False,False,False
19,341,2402,332782,Mollar Chak,VILLAGE,1228,223,648,580,726,502,488,332782,Mollar Chak,False,False,0.0,True,False,False,False,False,False
19,341,2402,332783,Chak Narna,VILLAGE,1195,299,564,631,772,423,526,332783,Chak Narna,False,False,0.0,True,False,False,False,False,False
19,341,2402,332784,Parbbatipur,VILLAGE,4586,1064,2259,2327,3395,1191,1711,332784,Parbbatipur,False,False,0.0,True,True,True,False,False,False
19,341,2402,332785,Chak Kadamtala,VILLAGE,323,62,155,168,139,184,120,332785,Chak Kadamtala,False,False,0.0,True,False,True,False,False,False
19,341,2402,332786,Rajapur,VILLAGE,3209,670,1589,1620,1696,1513,1277,332786,Rajapur,False,True,0.0,True,True,True,True,False,False
19,341,2402,332787,Baigachhi,VILLAGE,394,102,182,212,306,88,168,332787,Baigachhi,False,False,0.0,True,False,True,True,False,False
19,341,2402,332788,Khas Mara,VILLAGE,5298,1251,2721,2577,3614,1684,2412,332788,Khas Mara,False,False,0.0,True,True,False,False,False,False
19,341,2402,332789,Dakshinbari,VILLAGE,1364,285,659,705,621,743,494,332789,Dakshinbari,False,True,0.0,True,False,False,False,False,False
19,341,2402,332790,Jamdanda,VILLAGE,1017,222,506,511,639,378,545,332790,Jamdanda,False,False,0.0,True,False,False,False,False,False
19,341,2402,332791,Amre,VILLAGE,1136,251,572,564,740,396,387,332791,Amre,False,False,0.0,True,False,False,False,False,False
19,341,2402,332792,Sankharidaha,VILLAGE,4021,761,2035,1986,2541,1480,1378,332792,Sankharidaha,False,True,0.0,True,False,True,False,False,False
19,341,2402,332793,Prasastha,VILLAGE,4255,1031,2208,2047,3282,973,1733,332793,Prasastha,True,False,0.0,True,True,True,False,False,False
19,341,2402,332794,Purbba Naopara,VILLAGE,2108,597,1048,1060,1784,324,764,332794,Purbba Naopara,True,False,0.0,True,False,True,False,False,False
19,341,2402,332795,Raghabpur,VILLAGE,1269,322,588,681,877,392,551,332795,Raghabpur,False,False,0.0,True,False,True,False,False,False
19,341,2402,332796,Dharsha,VILLAGE,950,266,429,521,683,267,370,332796,Dharsha,False,False,0.0,True,False,True,False,False,False
19,341,2402,332797,Pairatangi,VILLAGE,2061,387,1028,1033,1552,509,702,332797,Pairatangi,False,False,0.0,True,False,True,False,False,False
19,341,2402,332798,Ichhapur,VILLAGE,1963,465,965,998,1225,738,796,332798,Ichhapur,False,False,0.0,True,False,True,False,False,False
19,341,2402,332799,Narna,VILLAGE,5518,1326,2803,2715,4071,1447,2170,332799,Narna,False,False,0.0,True,False,True,False,False,False
19,341,2402,332800,Bhashkur,VILLAGE,3063,709,1457,1606,2100,963,1126,332800,Bhashkur,True,True,0.0,True,False,True,False,False,False
19,341,2402,332801,Pipli,VILLAGE,1711,412,882,829,1311,400,636,332801,Pipli,False,True,0.0,True,False,False,False,False,False
19,341,2402,332802,Gayespur,VILLAGE,2229,494,1137,1092,1492,737,832,332802,Gayespur,False,True,0.0,True,False,True,False,False,False
19,341,2402,332803,Jotgiri,VILLAGE,2005,468,1020,985,1432,573,818,332803,Jotgiri,True,False,0.0,True,False,True,False,False,False
19,341,2402,332804,Lakshmanpur,VILLAGE,4596,1071,2356,2240,3267,1329,1801,332804,Lakshmanpur,True,False,0.0,True,False,True,False,False,False
19,341,2402,332805,Danspara,VILLAGE,3621,654,1897,1724,2616,1005,1350,332805,Danspara,False,False,0.0,True,False,True,False,False,False
19,341,2402,332806,Jhaluarber,VILLAGE,1561,392,756,805,1129,432,657,332806,Jhaluarber,False,False,0.0,True,False,True,False,False,False
19,341,2402,332807,Dansi,VILLAGE,2382,587,1201,1181,1776,606,1012,332807,Dansi,False,False,0.0,True,False,True,False,False,False
19,341,2402,332808,Pakuria,VILLAGE,3380,817,1747,1633,2594,786,1279,332808,Pakuria,False,False,0.0,True,False,True,False,False,False
19,341,2403,332832,Baigachhi,VILLAGE,2783,644,1398,1385,2252,531,1026,332832,Baigachhi,True,False,0.0,True,True,True,True,False,False
19,341,2403,332833,Debirpara,VILLAGE,6517,1638,3336,3181,4919,1598,3251,332833,Debirpara,True,True,0.0,True,False,True,True,False,False
19,341,2404,332841,Jala Dhulagiri,VILLAGE,779,168,396,383,503,276,354,332841,Jala Dhulagiri,False,False,0.0,False,False,True,True,True,False
19,341,2404,332842,Sulati,VILLAGE,3555,736,1883,1672,2434,1121,1403,332842,Sulati,False,False,0.0,True,False,False,False,False,False
19,341,2404,332843,Sandhipur,VILLAGE,2478,576,1261,1217,1858,620,958,332843,Sandhipur,False,False,0.0,True,False,False,False,False,False
19,341,2404,332844,Bhagabatipur,VILLAGE,3087,693,1591,1496,1949,1138,1162,332844,Bhagabatipur,False,False,0.0,True,False,True,False,False,False
19,341,2404,332845,Ghoraghat,VILLAGE,1987,452,1004,983,1327,660,825,332845,Ghoraghat,False,False,0.0,True,False,False,False,False,False
19,341,2404,332846,Dadpur,VILLAGE,1759,406,876,883,1101,658,616,332846,Dadpur,False,False,0.0,True,False,False,False,False,False
19,341,2404,332847,Betiari,VILLAGE,2633,612,1330,1303,1971,662,1051,332847,Betiari,False,False,0.0,True,False,False,False,False,False
19,341,2404,332848,Manoharpur,VILLAGE,3066,740,1564,1502,2487,579,1051,332848,Manoharpur,True,False,0.0,True,False,False,False,False,False
19,341,2404,332849,Kanyamani,VILLAGE,3574,752,1839,1735,2212,1362,1193,332849,Kanyamani,True,False,0.0,True,False,False,False,False,False
19,341,2404,332850,Mahishgot,VILLAGE,2313,532,1140,1173,1625,688,936,332850,Mahishgot,False,False,0.0,True,False,False,False,False,False
19,341,2404,332851,Chatur Bhujkathi,VILLAGE,2489,525,1261,1228,1724,765,927,332851,Chatur Bhujkathi,False,False,0.0,True,False,True,True,False,False
19,341,2404,332852,Alampur,VILLAGE,4188,1063,2182,2006,3073,1115,1576,332852,Alampur,True,False,0.0,True,False,True,True,False,False
19,341,2404,332853,Jangalpur,VILLAGE,1902,418,991,911,1449,453,674,332853,Jangalpur,False,False,0.0,True,False,False,True,False,False
19,341,2404,332854,Chak Radhadasi,VILLAGE,1385,365,699,686,969,416,565,332854,Chak Radhadasi,True,True,0.0,False,False,False,False,False,False
19,341,2405,332879,Nayachak,VILLAGE,2941,653,1555,1386,2130,811,993,332879,Nayachak,False,True,0.0,True,True,False,True,False,False
19,341,2405,332880,Samanti,VILLAGE,3580,779,1854,1726,2339,1241,1374,332880,Samanti,False,True,0.0,True,True,False,True,False,False
19,341,2405,332881,Shyamchak,VILLAGE,240,41,132,108,170,70,91,332881,Shyamchak,False,False,0.0,True,False,False,False,False,False
19,341,2405,332882,Jala Bishwanathpur,VILLAGE,8569,1873,4460,4109,5283,3286,3917,332882,Jala Bishwanathpur,False,True,0.0,True,True,True,False,False,False
19,341,2405,332883,Jayrampur,VILLAGE,3261,611,1656,1605,2305,956,1174,332883,Jayrampur,True,False,0.0,True,False,False,True,False,False
19,341,2405,332884,Ranihati,VILLAGE,4662,936,2380,2282,3343,1319,1992,332884,Ranihati,False,False,0.0,True,False,True,False,False,False
19,341,2405,332885,Sankhali,VILLAGE,4290,839,2140,2150,2888,1402,1660,332885,Sankhali,False,False,0.0,True,False,True,False,False,False
19,341,2405,332886,Dakshin Panchla,VILLAGE,2564,499,1307,1257,1749,815,967,332886,Dakshin Panchla,False,False,0.0,True,True,True,False,False,False
19,341,2405,332887,Dhamsa,VILLAGE,3067,768,1545,1522,2336,731,1358,332887,Dhamsa,False,True,0.0,True,False,True,False,False,False
19,341,2405,332888,Kulai,VILLAGE,3727,670,1927,1800,2452,1275,1272,332888,Kulai,False,False,1.0,True,False,True,True,False,True
19,341,2405,332889,Satgharia,VILLAGE,451,94,243,208,338,113,222,332889,Satgharia,False,False,0.0,True,False,False,False,False,False
19,341,2405,332890,Belkulai,VILLAGE,3580,824,1858,1722,2615,965,1407,332890,Belkulai,False,False,0.0,True,True,False,False,False,False
19,341,2405,332891,Khayjapur,VILLAGE,2155,457,1090,1065,1518,637,975,332891,Khayjapur,False,False,0.0,True,False,False,False,False,False
19,341,2406,332912,Tulsiberia,VILLAGE,6729,1457,3453,3276,4291,2438,2582,332912,Tulsiberia,False,False,0.0,True,True,True,False,False,False
19,341,2406,332913,Chak.Bhagabatipur,VILLAGE,2537,554,1251,1286,1547,990,929,332913,Chak.Bhagabatipur,False,False,0.0,True,False,True,False,False,False
19,341,2406,332914,Kamina,VILLAGE,3248,727,1668,1580,2232,1016,1346,332914,Kamina,False,False,0.0,True,True,True,False,False,False
19,341,2406,332915,Sumda,VILLAGE,2217,529,1129,1088,1671,546,835,332915,Sumda,False,False,0.0,True,False,True,False,False,False
19,341,2406,332916,Abhirampur,VILLAGE,4584,922,2375,2209,3254,1330,1521,332916,Abhirampur,False,False,0.0,True,False,True,False,False,False
19,341,2406,332917,Barbangalpur,VILLAGE,2591,542,1325,1266,1514,1077,857,332917,Barbangalpur,False,False,0.0,True,False,True,False,False,False
19,341,2406,332918,Madhubati,VILLAGE,1424,286,685,739,688,736,436,332918,Madhubati,False,False,0.0,True,False,True,False,False,False
19,341,2406,332919,Amraberia,VILLAGE,485,101,238,247,276,209,128,332919,Amraberia,False,False,0.0,True,False,True,True,False,False
19,341,2406,332920,Palara,VILLAGE,2659,485,1343,1316,1424,1235,792,332920,Palara,False,False,0.0,True,False,True,False,False,False
19,341,2406,332921,Bamunhati,VILLAGE,1307,249,671,636,854,453,469,332921,Bamunhati,False,False,0.0,True,False,True,False,False,False
19,341,2406,332922,Srirampur,VILLAGE,4961,919,2577,2384,3048,1913,1701,332922,Srirampur,False,False,0.0,True,False,True,True,False,False
19,341,2406,332923,Nayachak,VILLAGE,2339,518,1197,1142,1505,834,768,332923,Nayachak,False,False,0.0,True,False,True,False,False,False
19,341,2406,332924,Joargor,VILLAGE,6294,1485,3204,3090,4212,2082,2277,332924,Joargor,False,False,0.0,True,True,True,False,False,False
19,341,2406,332925,Jagarampur,VILLAGE,3224,799,1668,1556,2006,1218,1189,332925,Jagarampur,False,False,0.0,True,False,True,False,False,False
19,341,2406,332926,Baragram,VILLAGE,2820,561,1410,1410,1740,1080,984,332926,Baragram,False,False,0.0,True,False,True,False,False,False
19,341,2406,332927,Kamala Chak,VILLAGE,5939,1342,3025,2914,3281,2658,2153,332927,Kamala Chak,False,False,0.0,True,False,False,False,False,False
19,341,2406,332928,Karatber,VILLAGE,6729,1378,3429,3300,4133,2596,2359,332928,Karatber,False,False,0.0,True,True,True,False,False,False
19,341,2406,332929,Rajapur,VILLAGE,3184,743,1597,1587,1977,1207,1114,332929,Rajapur,False,False,0.0,True,False,True,False,False,False
19,341,2406,332930,Jagannathpur,VILLAGE,1595,337,809,786,1153,442,589,332930,Jagannathpur,False,True,0.0,True,True,True,True,False,False
19,341,2406,332931,Barramnagar,VILLAGE,4134,987,2145,1989,3054,1080,1712,332931,Barramnagar,False,False,0.0,True,False,False,False,False,False
19,341,2406,332932,Surikhali,VILLAGE,4158,954,2117,2041,3141,1017,1577,332932,Surikhali,False,False,0.0,True,False,True,True,False,False
19,341,2406,332933,Gharbhanga Basudebpur,VILLAGE,3369,803,1746,1623,2873,496,1172,332933,Gharbhanga Basudebpur,False,False,0.0,True,True,True,False,False,False
19,341,2406,332934,Dasbhanga,VILLAGE,4266,889,2226,2040,3162,1104,1706,332934,Dasbhanga,False,True,0.0,True,False,True,False,False,False
19,341,2407,332948,Madhabpur,VILLAGE,2268,509,1123,1145,1765,503,797,332948,Madhabpur,False,True,0.0,True,False,True,True,False,False
19,341,2407,332949,Kashyappur,VILLAGE,1961,410,962,999,1303,658,661,332949,Kashyappur,False,False,0.0,True,False,True,True,False,False
19,341,2407,332950,Janbar,VILLAGE,1025,226,508,517,798,227,328,332950,Janbar,False,True,0.0,True,False,False,False,False,False
19,341,2407,332951,Prasadpur,VILLAGE,2580,602,1324,1256,1861,719,948,332951,Prasadpur,False,True,0.0,True,False,True,False,False,False
19,341,2407,332952,Jayrampur,VILLAGE,2630,494,1345,1285,1746,884,864,332952,Jayrampur,False,True,0.0,True,True,True,False,False,False
19,341,2407,332953,Srikrishnapur,VILLAGE,3508,785,1770,1738,2429,1079,1564,332953,Srikrishnapur,False,True,0.0,True,True,True,False,False,False
19,341,2407,332954,Kulgachhi,VILLAGE,2672,595,1367,1305,2008,664,998,332954,Kulgachhi,False,False,0.0,True,True,True,True,False,False
19,341,2407,332955,Manikpur,VILLAGE,3405,695,1755,1650,2259,1146,1190,332955,Manikpur,False,False,0.0,True,False,True,False,False,False
19,341,2407,332956,Jaynagar,VILLAGE,4033,806,2090,1943,2931,1102,1706,332956,Jaynagar,False,False,0.0,True,False,True,False,False,False
19,341,2407,332957,Pirpur,VILLAGE,657,126,328,329,432,225,391,332957,Pirpur,False,False,0.0,True,True,True,False,False,False
19,341,2407,332958,Barmouberia,VILLAGE,2533,467,1295,1238,1664,869,959,332958,Barmouberia,False,False,0.0,True,False,False,False,False,False
19,341,2407,332959,Panchberia Barberia,VILLAGE,2530,536,1292,1238,1844,686,1092,332959,Panchberia Barberia,False,False,0.0,True,False,False,False,False,False
19,341,2407,332960,Mayanapur,VILLAGE,2375,565,1224,1151,1906,469,923,332960,Mayanapur,False,True,0.0,True,True,False,False,False,False
